,cod_domicilio,num_pessoa,motivo_orig,motivo_dest,modo_agregado,zona_orig,zona_dest,faixa_renda,tempo_viagem,hora_chegada,hora_saida,fator_expansao
224,1505,4,casa,casa,Coletivo,0544,0461,< 2,35.0,2012-08-15 06:35:00,2012-08-15 06:00:00,455.9
225,1505,4,casa,estudo,Coletivo,0461,0666,< 2,35.0,2012-08-15 06:35:00,2012-08-15 06:00:00,455.9
226,1505,5,casa,estudo,Coletivo,0461,0666,< 2,35.0,2012-08-15 06:35:00,2012-08-15 06:00:00,455.9
227,1505,5,estudo,casa,Coletivo,0544,0461,< 2,35.0,2012-08-15 11:35:00,2012-08-15 11:00:00,455.9
228,1505,6,casa,estudo,Coletivo,0461,0666,< 2,35.0,2012-08-15 06:35:00,2012-08-15 06:00:00,4769.98
230,1639,1,casa,trabalho,Coletivo,0461,0485,< 2,35.0,2012-08-15 08:05:00,2012-08-15 07:30:00,619.56
231,1639,1,trabalho,casa,Coletivo,0109,0461,< 2,35.0,2012-08-15 18:35:00,2012-08-15 18:00:00,619.56
232,1639,2,casa,trabalho,Coletivo,0461,0322,< 2,60.0,2012-08-15 07:00:00,2012-08-15 06:00:00,958.76
233,1639,2,casa,trabalho,Individual,0461,0461,< 2,15.0,2012-08-15 05:45:00,2012-08-15 05:30:00,958.76
234,1639,2,trabalho,casa,Coletivo,0320,0461,< 2,60.0,2012-08-15 19:00:00,2012-08-15 18:00:00,958.76
235,1639,2,trabalho,casa,Individual,0461,0461,< 2,0.0,2012-08-15 16:30:00,2012-08-15 16:30:00,958.76
236,1639,3,casa,trabalho,A pé,0461,0461,< 2,20.0,2012-08-15 06:20:00,2012-08-15 06:00:00,282.71
237,1639,3,trabalho,casa,A pé,0461,0461,< 2,20.0,2012-08-15 18:20:00,2012-08-15 18:00:00,282.71
238,1640,1,casa,trabalho,Coletivo,0461,0599,< 2,80.0,2012-08-15 06:20:00,2012-08-15 05:00:00,333.72
239,1640,1,trabalho,trabalho,Coletivo,0270,0461,< 2,140.0,2012-08-15 19:20:00,2012-08-15 17:00:00,333.72
240,1642,1,casa,outros,A pé,0461,0461,< 2,10.0,2012-08-15 08:40:00,2012-08-15 08:30:00,282.71
241,1642,1,outros,casa,A pé,0461,0599,< 2,10.0,2012-08-15 09:30:00,2012-08-15 09:20:00,282.71
242,1642,2,casa,estudo,A pé,0461,0461,< 2,60.0,2012-08-15 07:45:00,2012-08-15 06:45:00,358.94
243,1642,2,estudo,casa,A pé,0460,0461,< 2,15.0,2012-08-15 09:15:00,2012-08-15 09:00:00,358.94
244,1642,3,casa,estudo,A pé,0461,0461,< 2,0.0,2012-08-15 06:45:00,2012-08-15 06:45:00,358.94
245,1642,3,estudo,casa,A pé,0460,0461,< 2,15.0,2012-08-15 11:15:00,2012-08-15 11:00:00,358.94
246,1773,1,casa,trabalho,Coletivo,0310,0451,< 2,95.0,2012-08-15 07:30:00,2012-08-15 05:55:00,4005.72
247,1773,1,casa,trabalho,Coletivo,0462,0310,< 2,70.0,2012-08-15 05:10:00,2012-08-15 04:00:00,4005.72
248,1773,1,trabalho,casa,Coletivo,0310,0462,< 2,55.0,2012-08-15 19:55:00,2012-08-15 19:00:00,4005.72
249,1773,1,trabalho,casa,Coletivo,0451,0309,< 2,115.0,2012-08-15 18:55:00,2012-08-15 17:00:00,4005.72
250,1773,2,casa,saude,Coletivo,0462,0458,< 2,50.0,2012-08-15 07:50:00,2012-08-15 07:00:00,662.02
251,1773,2,saude,casa,Coletivo,0458,0462,< 2,40.0,2012-08-15 15:40:00,2012-08-15 15:00:00,662.02
252,1773,4,casa,estudo,A pé,0462,0462,< 2,9.0,2012-08-15 07:29:00,2012-08-15 07:20:00,1603.89
253,1773,4,estudo,casa,A pé,0462,0462,< 2,10.0,2012-08-15 12:10:00,2012-08-15 12:00:00,1603.89
254,1779,1,casa,trabalho,Coletivo,0310,0446,< 2,35.0,2012-08-15 06:40:00,2012-08-15 06:05:00,9537.17
255,1779,1,casa,trabalho,Coletivo,0462,0310,< 2,90.0,2012-08-15 06:00:00,2012-08-15 04:30:00,9537.17
256,1779,1,trabalho,casa,Coletivo,0310,0462,< 2,90.0,2012-08-15 21:10:00,2012-08-15 19:40:00,9537.17
257,1779,1,trabalho,casa,Coletivo,0446,0309,< 2,35.0,2012-08-15 19:35:00,2012-08-15 19:00:00,9537.17
258,1779,3,casa,estudo,A pé,0462,0462,< 2,20.0,2012-08-15 06:50:00,2012-08-15 06:30:00,1603.89
259,1779,3,estudo,casa,A pé,0462,0462,< 2,20.0,2012-08-15 12:20:00,2012-08-15 12:00:00,1603.89
260,1779,4,casa,casa,A pé,0462,0462,< 2,0.0,2012-08-15 12:05:00,2012-08-15 12:05:00,1603.89
261,1779,4,casa,estudo,A pé,0462,0462,< 2,5.0,2012-08-15 07:25:00,2012-08-15 07:20:00,1603.89
262,1779,5,casa,estudo,A pé,0462,0462,< 2,5.0,2012-08-15 12:45:00,2012-08-15 12:40:00,1603.89
263,1779,5,estudo,casa,A pé,0462,0462,< 2,5.0,2012-08-15 17:35:00,2012-08-15 17:30:00,1603.89
264,1782,2,casa,trabalho,Coletivo,0119,0096,< 2,60.0,2012-08-15 06:50:00,2012-08-15 05:50:00,3587.61
265,1782,2,casa,trabalho,Coletivo,0462,0119,< 2,110.0,2012-08-15 05:50:00,2012-08-15 04:00:00,3587.61
266,1782,2,trabalho,casa,Coletivo,0096,0119,< 2,60.0,2012-08-15 18:00:00,2012-08-15 17:00:00,3587.61
267,1782,2,trabalho,casa,Coletivo,0119,0462,< 2,95.0,2012-08-15 19:55:00,2012-08-15 18:20:00,3587.61
268,1783,1,casa,trabalho,Coletivo,0461,0658,< 2,105.0,2012-08-15 08:45:00,2012-08-15 07:00:00,662.02
269,1783,1,trabalho,casa,Coletivo,0681,0461,< 2,75.0,2012-08-15 22:15:00,2012-08-15 21:00:00,662.02
270,1783,2,casa,trabalho,Coletivo,0461,0462,< 2,90.0,2012-08-15 13:00:00,2012-08-15 11:30:00,4005.72
271,1783,2,trabalho,casa,Coletivo,0458,0461,< 2,30.0,2012-08-15 19:30:00,2012-08-15 19:00:00,4005.72
272,1783,3,casa,casa,A pé,0461,0462,< 2,5.0,2012-08-15 07:25:00,2012-08-15 07:20:00,1603.89
273,1783,3,casa,casa,A pé,0462,0461,< 2,5.0,2012-08-15 12:00:00,2012-08-15 11:55:00,1603.89
274,1783,4,casa,trabalho,Coletivo,0461,0576,< 2,35.0,2012-08-15 14:35:00,2012-08-15 14:00:00,1603.89
275,1783,4,trabalho,casa,Coletivo,0576,0461,< 2,95.0,2012-08-15 22:35:00,2012-08-15 21:00:00,1603.89
276,1783,5,casa,estudo,A pé,0461,0461,< 2,30.0,2012-08-15 13:10:00,2012-08-15 12:40:00,1603.89
277,1783,5,estudo,casa,A pé,0461,0461,< 2,30.0,2012-08-15 17:30:00,2012-08-15 17:00:00,1603.89
278,1783,6,casa,estudo,Coletivo,0461,0461,< 2,30.0,2012-08-15 13:10:00,2012-08-15 12:40:00,1603.89
279,1783,6,estudo,casa,Coletivo,0461,0461,< 2,30.0,2012-08-15 17:30:00,2012-08-15 17:00:00,1603.89
280,1784,3,casa,estudo,Coletivo,0462,0459,< 2,55.0,2012-08-15 12:35:00,2012-08-15 11:40:00,1603.89
281,1784,3,estudo,casa,Coletivo,0459,0462,< 2,25.0,2012-08-15 17:35:00,2012-08-15 17:10:00,1603.89
283,1791,1,trabalho,casa,Coletivo,0900,0462,< 2,190.0,2012-08-15 21:10:00,2012-08-15 18:00:00,846.67
284,2012,1,casa,outros,Coletivo,0462,0458,< 2,70.0,2012-08-15 12:10:00,2012-08-15 11:00:00,662.02
285,2012,1,outros,casa,Coletivo,0458,0462,< 2,60.0,2012-08-15 13:30:00,2012-08-15 12:30:00,662.02
286,2012,3,casa,trabalho,Coletivo,0272,0463,< 2,25.0,2012-08-15 11:25:00,2012-08-15 11:00:00,662.02
287,2012,3,casa,trabalho,Coletivo,0462,0900,< 2,60.0,2012-08-15 11:00:00,2012-08-15 10:00:00,662.02
288,2012,3,trabalho,casa,Coletivo,0463,0272,< 2,25.0,2012-08-15 20:25:00,2012-08-15 20:00:00,662.02
289,2012,3,trabalho,casa,Coletivo,0900,0462,< 2,60.0,2012-08-15 21:25:00,2012-08-15 20:25:00,662.02
290,2014,3,casa,saude,Coletivo,0465,0485,< 2,70.0,2012-08-15 11:10:00,2012-08-15 10:00:00,770.91
291,2014,3,saude,casa,Coletivo,0485,0462,< 2,65.0,2012-08-15 15:35:00,2012-08-15 14:30:00,770.91
292,2014,4,casa,estudo,A pé,0462,0461,< 2,5.0,2012-08-15 19:05:00,2012-08-15 19:00:00,1603.89
293,2014,4,estudo,casa,A pé,0463,0462,< 2,5.0,2012-08-15 22:05:00,2012-08-15 22:00:00,1603.89
294,2017,1,casa,outros,Coletivo,0462,0003,< 2,125.0,2012-08-15 11:45:00,2012-08-15 09:40:00,1157.01
295,2017,1,outros,casa,Coletivo,0003,0462,< 2,140.0,2012-08-15 18:20:00,2012-08-15 16:00:00,1157.01
296,2127,1,casa,trabalho,Coletivo,0463,0463,< 2,50.0,2012-08-15 07:50:00,2012-08-15 07:00:00,958.76
297,2127,1,trabalho,casa,Coletivo,0463,0463,< 2,65.0,2012-08-15 12:35:00,2012-08-15 11:30:00,958.76
298,2127,2,casa,trabalho,Coletivo,0463,0458,< 2,50.0,2012-08-15 08:50:00,2012-08-15 08:00:00,958.76
299,2127,2,trabalho,casa,Coletivo,0458,0463,< 2,65.0,2012-08-15 20:05:00,2012-08-15 19:00:00,958.76
300,2127,3,casa,estudo,A pé,0463,0458,< 2,25.0,2012-08-15 13:10:00,2012-08-15 12:45:00,3655.46
301,2127,3,estudo,casa,A pé,0463,0463,< 2,25.0,2012-08-15 17:25:00,2012-08-15 17:00:00,3655.46
302,2129,1,casa,trabalho,Coletivo,0119,0096,< 2,35.0,2012-08-15 06:40:00,2012-08-15 06:05:00,282.71
303,2129,1,casa,trabalho,Coletivo,0462,0119,< 2,120.0,2012-08-15 06:00:00,2012-08-15 04:00:00,282.71
304,2129,1,trabalho,casa,Coletivo,0096,0119,< 2,80.0,2012-08-15 18:20:00,2012-08-15 17:00:00,282.71
305,2129,1,trabalho,casa,Coletivo,0119,0463,< 2,45.0,2012-08-15 20:05:00,2012-08-15 19:20:00,282.71
306,2129,2,casa,trabalho,Coletivo,0321,0166,< 2,40.0,2012-08-15 07:20:00,2012-08-15 06:40:00,619.56
307,2129,2,casa,trabalho,Coletivo,0462,0321,< 2,40.0,2012-08-15 06:10:00,2012-08-15 05:30:00,619.56
308,2129,2,trabalho,casa,Coletivo,0166,0321,< 2,60.0,2012-08-15 18:00:00,2012-08-15 17:00:00,619.56
310,2130,3,casa,estudo,A pé,0462,0463,< 2,5.0,2012-08-15 18:35:00,2012-08-15 18:30:00,3464.41
311,2130,3,estudo,casa,A pé,0462,0462,< 2,5.0,2012-08-15 21:05:00,2012-08-15 21:00:00,3464.41
312,2130,4,casa,outros,Coletivo,0462,0005,< 2,135.0,2012-08-15 08:55:00,2012-08-15 06:40:00,2287.92
313,2130,4,outros,casa,Coletivo,0005,0900,< 2,65.0,2012-08-15 12:05:00,2012-08-15 11:00:00,2287.92
314,2130,4,outros,casa,Coletivo,0900,0462,< 2,45.0,2012-08-15 13:15:00,2012-08-15 12:30:00,2287.92
315,2132,2,casa,trabalho,Coletivo,0462,0483,< 2,125.0,2012-08-15 08:05:00,2012-08-15 06:00:00,619.56
316,2132,2,trabalho,casa,Coletivo,0483,0462,< 2,180.0,2012-08-15 20:30:00,2012-08-15 17:30:00,619.56
317,2132,3,casa,casa,A pé,0462,0462,< 2,10.0,2012-08-15 22:10:00,2012-08-15 22:00:00,358.94
318,2132,3,casa,estudo,A pé,0462,0461,< 2,10.0,2012-08-15 18:40:00,2012-08-15 18:30:00,358.94
319,2133,2,casa,trabalho,Coletivo,0119,0173,< 2,30.0,2012-08-15 06:25:00,2012-08-15 05:55:00,2063.26
320,2133,2,casa,trabalho,Coletivo,0463,0119,< 2,140.0,2012-08-15 05:50:00,2012-08-15 03:30:00,2063.26
321,2133,2,trabalho,casa,Coletivo,0119,0458,< 2,60.0,2012-08-15 18:40:00,2012-08-15 17:40:00,2063.26
322,2133,2,trabalho,casa,Coletivo,0173,0119,< 2,25.0,2012-08-15 17:25:00,2012-08-15 17:00:00,2063.26
323,2133,3,casa,trabalho,Coletivo,0003,0137,< 2,20.0,2012-08-15 04:45:00,2012-08-15 04:25:00,3464.41
324,2133,3,casa,trabalho,Coletivo,0461,0003,< 2,50.0,2012-08-15 04:20:00,2012-08-15 03:30:00,3464.41
325,2133,3,trabalho,casa,Coletivo,0119,0463,< 2,100.0,2012-08-15 16:20:00,2012-08-15 14:40:00,3464.41
326,2133,3,trabalho,casa,Coletivo,0456,0119,< 2,35.0,2012-08-15 14:35:00,2012-08-15 14:00:00,3464.41
327,2133,4,casa,estudo,A pé,0461,0459,< 2,15.0,2012-08-15 07:05:00,2012-08-15 06:50:00,2545.46
328,2133,4,casa,trabalho,A pé,0461,0461,< 2,5.0,2012-08-15 14:45:00,2012-08-15 14:40:00,2545.46
329,2133,4,estudo,casa,A pé,0462,0461,< 2,15.0,2012-08-15 12:35:00,2012-08-15 12:20:00,2545.46
330,2133,4,trabalho,casa,A pé,0461,0461,< 2,0.0,2012-08-15 21:05:00,2012-08-15 21:05:00,2545.46
331,2133,5,casa,casa,A pé,0461,0461,< 2,5.0,2012-08-15 17:05:00,2012-08-15 17:00:00,2545.46
332,2133,5,casa,estudo,A pé,0461,0461,< 2,5.0,2012-08-15 13:05:00,2012-08-15 13:00:00,2545.46
333,2133,6,casa,estudo,A pé,0461,0461,< 2,5.0,2012-08-15 13:05:00,2012-08-15 13:00:00,2545.46
334,2133,6,estudo,casa,A pé,0461,0461,< 2,5.0,2012-08-15 17:05:00,2012-08-15 17:00:00,2545.46
335,2134,3,casa,casa,Coletivo,0465,0461,< 2,60.0,2012-08-15 13:00:00,2012-08-15 12:00:00,358.94
336,2134,3,casa,estudo,Coletivo,0461,0465,< 2,60.0,2012-08-15 08:00:00,2012-08-15 07:00:00,358.94
337,2136,1,casa,trabalho,Coletivo,0119,0385,< 2,30.0,2012-08-15 08:05:00,2012-08-15 07:35:00,333.72
338,2136,1,casa,trabalho,Coletivo,0461,0119,< 2,125.0,2012-08-15 07:35:00,2012-08-15 05:30:00,333.72
339,2136,1,trabalho,casa,Coletivo,0053,0461,< 2,185.0,2012-08-15 20:00:00,2012-08-15 16:55:00,333.72
340,2136,1,trabalho,casa,Coletivo,0387,0115,< 2,25.0,2012-08-15 16:25:00,2012-08-15 16:00:00,333.72
341,2136,2,casa,trabalho,Coletivo,0461,0465,< 2,35.0,2012-08-15 07:35:00,2012-08-15 07:00:00,935.62
342,2136,2,casa,trabalho,Coletivo,0465,0119,< 2,120.0,2012-08-15 09:40:00,2012-08-15 07:40:00,935.62
343,2136,2,trabalho,casa,A pé,0119,0110,< 2,40.0,2012-08-15 17:00:00,2012-08-15 16:20:00,935.62
344,2136,2,trabalho,casa,Coletivo,0110,0461,< 2,125.0,2012-08-15 19:05:00,2012-08-15 17:00:00,935.62
345,2137,2,casa,trabalho,A pé,0461,0461,< 2,10.0,2012-08-15 07:40:00,2012-08-15 07:30:00,2063.26
346,2137,2,trabalho,casa,A pé,0461,0461,< 2,10.0,2012-08-15 18:40:00,2012-08-15 18:30:00,2063.26
347,2137,3,casa,estudo,A pé,0461,0461,< 2,10.0,2012-08-15 12:40:00,2012-08-15 12:30:00,2545.46
348,2137,3,estudo,casa,A pé,0461,0461,< 2,10.0,2012-08-15 17:10:00,2012-08-15 17:00:00,2545.46
350,2137,4,casa,trabalho,Coletivo,0461,0321,< 2,50.0,2012-08-15 07:50:00,2012-08-15 07:00:00,2063.26
351,2137,4,trabalho,casa,Coletivo,0191,0321,< 2,45.0,2012-08-15 18:45:00,2012-08-15 18:00:00,2063.26
352,2137,4,trabalho,casa,Coletivo,0321,0461,< 2,50.0,2012-08-15 19:35:00,2012-08-15 18:45:00,2063.26
353,2138,1,casa,trabalho,A pé,0463,0461,< 2,5.0,2012-08-15 08:05:00,2012-08-15 08:00:00,325.97
354,2138,1,trabalho,casa,A pé,0461,0463,< 2,0.0,2012-08-15 17:05:00,2012-08-15 17:05:00,325.97
355,2138,2,casa,estudo,A pé,0463,0462,< 2,10.0,2012-08-15 07:10:00,2012-08-15 07:00:00,255.02
356,2138,2,estudo,casa,A pé,0462,0463,< 2,10.0,2012-08-15 12:10:00,2012-08-15 12:00:00,255.02
357,2140,1,casa,saude,Coletivo,0461,0485,< 2,95.0,2012-08-15 11:35:00,2012-08-15 10:00:00,358.94
358,2140,1,casa,saude,Coletivo,0485,0485,< 2,10.0,2012-08-15 11:50:00,2012-08-15 11:40:00,358.94
359,2140,1,saude,casa,Coletivo,0485,0461,< 2,35.0,2012-08-15 21:50:00,2012-08-15 21:15:00,358.94
360,2140,1,saude,casa,Coletivo,0485,0485,< 2,45.0,2012-08-15 19:45:00,2012-08-15 19:00:00,358.94
361,2140,2,casa,trabalho,A pé,0461,0465,< 2,30.0,2012-08-15 06:30:00,2012-08-15 06:00:00,619.56
362,2140,2,trabalho,casa,A pé,0465,0461,< 2,30.0,2012-08-15 19:30:00,2012-08-15 19:00:00,619.56
363,2142,1,casa,trabalho,A pé,0462,0461,< 2,10.0,2012-08-15 11:50:00,2012-08-15 11:40:00,333.72
364,2142,1,trabalho,casa,A pé,0462,0462,< 2,10.0,2012-08-15 21:50:00,2012-08-15 21:40:00,333.72
365,2145,1,casa,outros,Coletivo,0461,0712,< 2,60.0,2012-08-15 11:00:00,2012-08-15 10:00:00,50.42
366,2145,1,outros,casa,Coletivo,0712,0461,< 2,55.0,2012-08-15 12:25:00,2012-08-15 11:30:00,50.42
367,2145,2,casa,saude,Coletivo,0461,0655,< 2,120.0,2012-08-15 11:00:00,2012-08-15 09:00:00,50.42
368,2145,2,saude,casa,Coletivo,0655,0461,< 2,100.0,2012-08-15 17:40:00,2012-08-15 16:00:00,50.42
369,2146,2,casa,outros,Coletivo,0461,0458,< 2,105.0,2012-08-15 10:45:00,2012-08-15 09:00:00,2063.26
370,2146,2,outros,casa,Coletivo,0458,0461,< 2,105.0,2012-08-15 13:00:00,2012-08-15 11:15:00,2063.26
371,2146,3,casa,casa,Coletivo,0900,0461,< 2,5.0,2012-08-15 18:40:00,2012-08-15 18:35:00,3464.41
372,2146,3,casa,trabalho,Coletivo,0461,0900,< 2,130.0,2012-08-15 07:10:00,2012-08-15 05:00:00,3464.41
373,2146,3,casa,trabalho,Coletivo,0900,0156,< 2,95.0,2012-08-15 08:45:00,2012-08-15 07:10:00,3464.41
374,2146,3,trabalho,trabalho,Coletivo,0155,0485,< 2,80.0,2012-08-15 18:20:00,2012-08-15 17:00:00,3464.41
375,2146,4,casa,estudo,A pé,0461,0463,< 2,10.0,2012-08-15 15:10:00,2012-08-15 15:00:00,2545.46
376,2146,4,estudo,casa,A pé,0462,0461,< 2,10.0,2012-08-15 18:10:00,2012-08-15 18:00:00,2545.46
377,2146,5,casa,estudo,Coletivo,0461,0465,< 2,55.0,2012-08-15 18:35:00,2012-08-15 17:40:00,2545.46
378,2146,5,estudo,casa,Coletivo,0465,0461,< 2,55.0,2012-08-15 23:35:00,2012-08-15 22:40:00,2545.46
379,2147,2,casa,trabalho,Individual,0461,0578,< 2,20.0,2012-08-15 07:10:00,2012-08-15 06:50:00,619.56
380,2147,2,trabalho,casa,Individual,0578,0459,< 2,30.0,2012-08-15 22:45:00,2012-08-15 22:15:00,619.56
381,2147,3,casa,estudo,Coletivo,0461,0458,< 2,35.0,2012-08-15 07:25:00,2012-08-15 06:50:00,358.94
382,2147,3,estudo,casa,Coletivo,0458,0461,< 2,35.0,2012-08-15 13:35:00,2012-08-15 13:00:00,358.94
383,2148,1,casa,trabalho,Coletivo,0461,0485,< 2,65.0,2012-08-15 06:35:00,2012-08-15 05:30:00,325.97
384,2148,1,trabalho,casa,Coletivo,0485,0461,< 2,110.0,2012-08-15 21:50:00,2012-08-15 20:00:00,325.97
385,2148,2,casa,casa,Coletivo,0119,0461,< 2,115.0,2012-08-15 18:10:00,2012-08-15 16:15:00,325.97
386,2148,2,casa,trabalho,Coletivo,0119,0072,< 2,40.0,2012-08-15 05:45:00,2012-08-15 05:05:00,325.97
387,2148,2,casa,trabalho,Coletivo,0461,0119,< 2,95.0,2012-08-15 05:05:00,2012-08-15 03:30:00,325.97
388,2149,2,casa,saude,Coletivo,0463,0486,< 2,110.0,2012-08-15 10:50:00,2012-08-15 09:00:00,958.76
389,2149,2,saude,casa,Coletivo,0484,0463,< 2,110.0,2012-08-15 16:20:00,2012-08-15 14:30:00,958.76
390,2443,2,casa,trabalho,Coletivo,0321,0092,< 2,60.0,2012-08-15 08:20:00,2012-08-15 07:20:00,567.66
391,2443,2,casa,trabalho,Coletivo,0461,0321,< 2,110.0,2012-08-15 07:20:00,2012-08-15 05:30:00,363.35
392,2443,2,trabalho,casa,Coletivo,0092,0321,< 2,65.0,2012-08-15 18:25:00,2012-08-15 17:20:00,567.66
393,2443,2,trabalho,casa,Coletivo,0321,0461,< 2,70.0,2012-08-15 18:35:00,2012-08-15 17:25:00,363.35
394,2444,1,casa,trabalho,Coletivo,0463,0500,< 2,105.0,2012-08-15 09:45:00,2012-08-15 08:00:00,679.24
395,2444,1,trabalho,casa,Coletivo,0503,0463,< 2,115.0,2012-08-15 18:55:00,2012-08-15 17:00:00,679.24
396,2444,2,casa,casa,Coletivo,0270,0463,< 2,100.0,2012-08-15 19:45:00,2012-08-15 18:05:00,679.24
397,2444,2,casa,casa,Coletivo,0275,0270,< 2,105.0,2012-08-15 17:45:00,2012-08-15 16:00:00,679.24
398,2444,2,casa,trabalho,Coletivo,0270,0275,< 2,85.0,2012-08-15 06:45:00,2012-08-15 05:20:00,679.24
399,2444,2,casa,trabalho,Coletivo,0463,0270,< 2,80.0,2012-08-15 05:20:00,2012-08-15 04:00:00,679.24
400,2444,3,casa,estudo,A pé,0463,0463,< 2,20.0,2012-08-15 06:50:00,2012-08-15 06:30:00,891.54
401,2444,3,estudo,casa,A pé,0463,0463,< 2,20.0,2012-08-15 22:20:00,2012-08-15 22:00:00,891.54
402,2448,1,casa,outros,A pé,0463,0463,< 2,15.0,2012-08-15 16:15:00,2012-08-15 16:00:00,224.65
403,2448,1,outros,casa,A pé,0463,0463,< 2,15.0,2012-08-15 17:45:00,2012-08-15 17:30:00,224.65
404,2448,2,casa,outros,A pé,0463,0463,< 2,15.0,2012-08-15 16:15:00,2012-08-15 16:00:00,224.65
405,2448,2,outros,casa,A pé,0463,0463,< 2,15.0,2012-08-15 17:45:00,2012-08-15 17:30:00,224.65
406,2450,1,casa,trabalho,Individual,0463,0463,< 2,10.0,2012-08-15 06:30:00,2012-08-15 06:20:00,679.24
407,2450,1,trabalho,casa,Individual,0463,0463,< 2,10.0,2012-08-15 14:10:00,2012-08-15 14:00:00,679.24
408,2450,4,casa,estudo,A pé,0463,0463,< 2,10.0,2012-08-15 07:25:00,2012-08-15 07:15:00,891.54
409,2450,4,estudo,casa,A pé,0463,0463,< 2,10.0,2012-08-15 11:55:00,2012-08-15 11:45:00,891.54
410,2450,5,casa,estudo,A pé,0463,0463,< 2,10.0,2012-08-15 07:25:00,2012-08-15 07:15:00,891.54
411,2450,5,estudo,casa,A pé,0463,0463,< 2,10.0,2012-08-15 11:55:00,2012-08-15 11:45:00,891.54
412,2451,1,casa,trabalho,Coletivo,0463,0711,< 2,70.0,2012-08-15 09:10:00,2012-08-15 08:00:00,224.65
413,2451,1,trabalho,casa,Coletivo,0711,0463,< 2,60.0,2012-08-15 19:30:00,2012-08-15 18:30:00,224.65
414,2453,1,trabalho,casa,Coletivo,0321,0463,< 2,70.0,2012-08-15 10:15:00,2012-08-15 09:05:00,331.62
415,2453,1,trabalho,casa,Coletivo,0387,0321,< 2,65.0,2012-08-15 09:05:00,2012-08-15 08:00:00,518.08
416,2453,2,casa,outros,Coletivo,0463,0458,< 2,50.0,2012-08-15 09:50:00,2012-08-15 09:00:00,331.62
417,2453,2,outros,casa,Coletivo,0458,0463,< 2,60.0,2012-08-15 13:00:00,2012-08-15 12:00:00,331.62
418,2454,1,casa,estudo,Coletivo,0463,0485,< 2,50.0,2012-08-15 10:50:00,2012-08-15 10:00:00,402.41
419,2454,1,estudo,casa,Coletivo,0484,0463,< 2,70.0,2012-08-15 16:10:00,2012-08-15 15:00:00,402.41
420,2454,3,casa,trabalho,Coletivo,0321,0118,< 2,50.0,2012-08-15 06:35:00,2012-08-15 05:45:00,1461.99
421,2454,3,casa,trabalho,Coletivo,0463,0321,< 2,45.0,2012-08-15 05:45:00,2012-08-15 05:00:00,935.8
422,2454,3,trabalho,casa,Coletivo,0118,0321,< 2,55.0,2012-08-15 17:55:00,2012-08-15 17:00:00,1461.99
423,2454,3,trabalho,casa,Coletivo,0321,0463,< 2,60.0,2012-08-15 18:55:00,2012-08-15 17:55:00,935.8
424,2454,4,casa,trabalho,Coletivo,0463,0119,< 2,75.0,2012-08-15 14:15:00,2012-08-15 13:00:00,935.8
425,2454,4,trabalho,casa,Coletivo,0119,0463,< 2,80.0,2012-08-15 23:20:00,2012-08-15 22:00:00,935.8
426,2455,1,casa,saude,Coletivo,0463,0458,< 2,45.0,2012-08-15 13:15:00,2012-08-15 12:30:00,363.35
427,2455,1,saude,casa,Coletivo,0458,0463,< 2,80.0,2012-08-15 15:20:00,2012-08-15 14:00:00,363.35
428,2455,3,casa,estudo,A pé,0463,0460,< 2,20.0,2012-08-15 06:50:00,2012-08-15 06:30:00,628.35
429,2455,3,estudo,casa,Coletivo,0462,0463,< 2,20.0,2012-08-15 10:50:00,2012-08-15 10:30:00,628.35
430,2458,1,casa,trabalho,Coletivo,0321,0075,< 2,35.0,2012-08-15 06:20:00,2012-08-15 05:45:00,377.03
431,2458,1,casa,trabalho,Coletivo,0463,0321,< 2,45.0,2012-08-15 05:45:00,2012-08-15 05:00:00,241.33
432,2458,1,trabalho,casa,Coletivo,0075,0321,< 2,40.0,2012-08-15 14:40:00,2012-08-15 14:00:00,377.03
433,2458,1,trabalho,casa,Coletivo,0321,0463,< 2,170.0,2012-08-15 17:30:00,2012-08-15 14:40:00,241.33
434,2458,2,casa,trabalho,Coletivo,0463,0713,< 2,25.0,2012-08-15 05:25:00,2012-08-15 05:00:00,241.33
435,2458,2,trabalho,casa,Coletivo,0720,0463,< 2,40.0,2012-08-15 17:40:00,2012-08-15 17:00:00,241.33
436,2670,1,casa,outros,Individual,0463,0716,< 2,5.0,2012-08-15 17:05:00,2012-08-15 17:00:00,679.24
437,2670,1,casa,trabalho,Coletivo,0463,0310,< 2,65.0,2012-08-15 04:35:00,2012-08-15 03:30:00,679.24
438,2670,1,outros,casa,Individual,0716,0463,< 2,5.0,2012-08-15 17:12:00,2012-08-15 17:07:00,679.24
439,2670,1,trabalho,casa,Coletivo,0252,0463,< 2,90.0,2012-08-15 14:30:00,2012-08-15 13:00:00,679.24
440,2670,2,casa,estudo,Coletivo,0463,0716,< 2,25.0,2012-08-15 13:25:00,2012-08-15 13:00:00,679.24
441,2670,2,estudo,casa,Coletivo,0711,0463,< 2,22.0,2012-08-15 13:49:00,2012-08-15 13:27:00,679.24
442,2670,3,casa,estudo,Coletivo,0463,0716,< 2,25.0,2012-08-15 13:25:00,2012-08-15 13:00:00,14244.04
443,2670,3,estudo,casa,Individual,0716,0463,< 2,5.0,2012-08-15 17:05:00,2012-08-15 17:00:00,14244.04
444,2670,4,casa,estudo,Coletivo,0463,0461,< 2,25.0,2012-08-15 07:25:00,2012-08-15 07:00:00,891.54
